Episode,Total Reward,Steps Taken,state,Path,Final_position,Epsilon
184,-5,4,"(0, 2)","(0, 1);(1, 1);(0, 1);(0, 2)","(0, 2)",0.3976004408064698
185,0,4,"(0, 2)","(0, 1);(0, 1);(0, 1);(0, 2)","(1, 2)",0.39561243860243744
186,0,4,"(2, 0)","(1, 0);(2, 0);(2, 0);(2, 0)","(2, 0)",0.3936343764094253
187,0,4,"(2, 0)","(1, 0);(2, 0);(2, 0);(2, 0)","(1, 0)",0.39166620452737816
188,0,4,"(1, 2)","(0, 0);(0, 1);(0, 2);(1, 2)","(2, 2)",0.3897078735047413
189,-5,4,"(2, 0)","(1, 0);(1, 1);(2, 1);(2, 0)","(2, 0)",0.3877593341372176
190,0,4,"(1, 0)","(1, 0);(2, 0);(2, 0);(1, 0)","(0, 0)",0.3858205374665315
191,0,4,"(2, 0)","(1, 0);(2, 0);(2, 0);(2, 0)","(2, 0)",0.38389143477919885
192,0,4,"(2, 1)","(1, 0);(2, 0);(2, 0);(2, 1)","(2, 2)",0.3819719776053028
193,0,4,"(2, 0)","(1, 0);(0, 0);(1, 0);(2, 0)","(1, 0)",0.3800621177172763
194,95,4,"(2, 2)","(1, 0);(1, 1);(1, 2);(2, 2)","(2, 2)",0.37816180712868996
195,0,4,"(2, 1)","(1, 0);(2, 0);(2, 0);(2, 1)","(2, 2)",0.37627099809304654
196,100,4,"(2, 2)","(0, 1);(0, 2);(1, 2);(2, 2)","(1, 2)",0.3743896431025813
197,0,4,"(2, 0)","(1, 0);(0, 0);(1, 0);(2, 0)","(1, 0)",0.37251769488706843
198,0,4,"(1, 2)","(0, 1);(0, 2);(0, 2);(1, 2)","(0, 2)",0.3706551064126331
199,-5,4,"(1, 2)","(0, 0);(1, 0);(1, 1);(1, 2)","(2, 2)",0.36880183088056995
200,100,4,"(2, 2)","(1, 0);(2, 0);(2, 1);(2, 2)","(2, 2)",0.3669578217261671
