Episode,Total Reward,Steps Taken,state,Path,Final_position,Epsilon
87,0,4,"(0, 2)","(0, 0);(0, 0);(0, 1);(0, 2)","(0, 1)",0.01
88,0,4,"(0, 2)","(0, 1);(0, 2);(0, 1);(0, 2)","(0, 1)",0.01
89,0,4,"(0, 2)","(0, 1);(0, 2);(0, 1);(0, 2)","(0, 1)",0.01
90,0,4,"(0, 2)","(0, 1);(0, 2);(0, 1);(0, 2)","(0, 1)",0.01
91,0,4,"(0, 2)","(0, 1);(0, 2);(0, 1);(0, 2)","(0, 1)",0.01
92,0,4,"(0, 2)","(0, 1);(0, 2);(0, 2);(0, 2)","(0, 2)",0.01
93,0,4,"(0, 2)","(0, 1);(0, 2);(0, 2);(0, 2)","(0, 2)",0.01
94,0,4,"(0, 0)","(0, 0);(0, 0);(0, 0);(0, 0)","(0, 0)",0.01
95,0,4,"(0, 0)","(0, 0);(0, 0);(0, 0);(0, 0)","(0, 1)",0.01
96,0,4,"(0, 2)","(0, 1);(0, 2);(0, 2);(0, 2)","(0, 2)",0.01
97,0,4,"(0, 2)","(0, 1);(0, 2);(0, 1);(0, 2)","(0, 1)",0.01
98,0,4,"(0, 2)","(0, 0);(0, 0);(0, 1);(0, 2)","(0, 2)",0.01
99,0,4,"(0, 1)","(0, 1);(0, 2);(0, 2);(0, 1)","(0, 2)",0.01
100,0,4,"(0, 2)","(0, 1);(0, 2);(0, 1);(0, 2)","(0, 1)",0.01
